employee_id,first_name,last_name,department,sub_department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_title,job_level,employment_type,contract_type,work_location,city,region,salary,bonus_target_pct,hire_date,term_date,term_type,term_reason,active_status,gender,age,ethnicity,education,years_experience,performance_rating,engagement_score,absence_days,overtime_hours,training_hours,promotion_last_3yrs,salary_band,marital_status
1200000200,Sarah,Hammond,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,Data Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,28500,0,21/07/2025,,,,1,Male,22,Black British,PhD,1,3,79,1,9,30,No,Band E,Married
1200000201,Vanessa,Howard,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,BI Developer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,34700,2.1,14/03/2023,,,,1,Female,22,White British,Bachelor's,2,3.3,77,2,8,18,Yes,Band C,Single
1200000202,Janet,Howe,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,BI Developer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,26100,0,12/09/2023,,,,1,Female,23,White British,Bachelor's,2,4,76,4,0,24,Yes,Band F,Single
1200000204,Roger,Bruce,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,Data Analyst,Individual Contributor,Fixed-Term,Full Time,Head Office Manchester,Manchester,North West,32900,2.7,30/08/2023,,,,1,Female,26,White British,Bachelor's,5,3.8,59,7,5,22,Yes,Band C,Married
1200000205,Terence,White,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,BI Developer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,26300,0,13/12/2025,,,,1,Male,30,Black British,Master's,9,3,76,4,5,22,Yes,Band F,Married
1200000206,Norman,Stevens,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,Data Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,31400,0,21/04/2023,,,,1,Male,21,White British,Master's,0,4.2,54,6,0,1,No,Band D,Single
1200000207,Gary,Wood,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,BI Developer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,36500,2.3,16/01/2026,,,,1,Male,19,White Other,Bachelor's,0,2.7,63,3,0,11,Yes,Band B,Married
1200000208,Mitchell,Allen,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,Data Analyst,Individual Contributor,Permanent,Full Time,Head Office London,London,London,34500,0,31/03/2025,,,,1,Male,32,White Other,Vocational/Apprenticeship,14,2.8,50,8,8,20,No,Band C,Single
1200000211,Adrian,McKenzie,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,Power BI Developer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,29900,0,03/06/2024,,,,1,Male,23,White British,Vocational/Apprenticeship,3,3,68,3,5,31,No,Band E,Single
1200000214,Dennis,Bates,Technology,BI & Data,1200000144,1200000125,1200000121,1200000009,Power BI Developer,Individual Contributor,Permanent,Full Time,Head Office London,London,London,37200,2.5,08/01/2022,,,,1,Male,24,White British,Bachelor's,6,2.9,68,3,0,21,Yes,Band B,Single
1200000216,Anthony,Slater,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,32700,0,12/04/2024,16/04/2026,Voluntary,Personal reasons,0,Male,31,Other Ethnic Group,Vocational/Apprenticeship,9,4.3,78,5,4,29,Yes,Band C,Married
1200000219,Edward,Davison,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Systems Administrator,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,26400,0,04/10/2023,,,,1,Male,25,White British,Bachelor's,6,3.1,83,3,0,40,No,Band F,Single
1200000220,Donald,Taylor,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,30600,0.7,16/01/2026,,,,1,Male,26,White British,A-Level,5,3.7,89,4,13,9,No,Band D,Single
1200000223,Richard,Davies,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office London,London,London,31400,1.4,11/09/2023,,,,1,Male,26,Asian British,Bachelor's,8,4.2,79,2,13,6,Yes,Band D,Single
1200000225,Brandon,Gibson,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,34000,0,25/05/2025,,,,1,Female,20,Other Ethnic Group,A-Level,0,3,63,5,8,24,No,Band C,Married
1200000226,Reece,Briggs,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,32300,2.5,28/01/2022,,,,1,Male,29,White British,PhD,7,3.5,58,3,7,31,No,Band D,Divorced
1200000227,Alexander,Smith,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,28000,0,04/04/2025,,,,1,Female,26,Black British,Bachelor's,6,3.3,73,5,8,23,No,Band E,Married
1200000229,Neil,Wilkinson,Technology,Infrastructure,1200000147,1200000127,1200000121,1200000009,Infrastructure Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35400,0.5,01/03/2023,,,,1,Male,24,White British,Master's,5,2.7,73,4,8,17,No,Band B,Single
1200000232,Brian,Oliver,Technology,Cyber Security,1200000149,1200000130,1200000121,1200000009,Cyber Security Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,32400,0.1,19/04/2023,,,,1,Female,24,Asian British,Master's,2,3.8,73,6,3,6,No,Band C,Single
1200000235,Bradley,Hall,Technology,Cyber Security,1200000149,1200000130,1200000121,1200000009,Cyber Security Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,33200,0,05/01/2025,,,,1,Male,27,White British,Bachelor's,6,3.5,68,6,5,7,No,Band C,Divorced
1200000238,Lisa,Williams,Technology,Cyber Security,1200000149,1200000130,1200000121,1200000009,Cyber Security Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,27300,0,04/04/2025,,,,1,Male,23,White British,Bachelor's,2,3.5,72,3,0,33,No,Band E,Single
1200000241,Harriet,Gibson,Technology,Cyber Security,1200000149,1200000130,1200000121,1200000009,Cyber Security Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,34100,2.6,20/08/2022,,,,1,Male,23,White British,Bachelor's,2,3.5,74,3,1,11,No,Band C,Married
1200000243,Victor,Watkins,Technology,Cyber Security,1200000149,1200000130,1200000121,1200000009,Cyber Security Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,34400,0,13/12/2024,,,,1,Male,30,White British,Bachelor's,10,3.1,78,4,11,16,No,Band C,Single
1200000246,Thomas,Morgan,Technology,Cyber Security,1200000149,1200000130,1200000121,1200000009,Cyber Security Analyst,Individual Contributor,Permanent,Part Time,Head Office London,London,London,36300,2.3,12/05/2022,,,,1,Male,30,White British,PhD,12,2.4,84,0,8,12,No,Band B,Single
1200000248,Elaine,Thompson,Technology,Service Desk,1200000151,1200000133,1200000121,1200000009,Service Desk Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35600,1.5,24/06/2026,,,,1,Male,22,White British,Bachelor's,3,3,51,0,5,8,No,Band B,Married
1200000250,June,Jones,Technology,Service Desk,1200000151,1200000133,1200000121,1200000009,Service Desk Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,31000,1.5,10/05/2025,,,,1,Male,28,White British,Master's,6,3.4,55,4,3,32,No,Band D,Married
1200000253,Marc,Poole,Technology,Service Desk,1200000151,1200000133,1200000121,1200000009,Service Desk Analyst,Individual Contributor,Permanent,Full Time,Head Office London,London,London,38000,0,23/06/2025,,,,1,Female,27,White British,PhD,5,2.8,81,2,1,32,No,Band B,Divorced
1200000256,Jake,Lamb,Technology,Service Desk,1200000151,1200000133,1200000121,1200000009,Service Desk Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,25700,2.1,22/04/2024,,,,1,Male,25,White British,Bachelor's,6,4.4,55,3,4,20,No,Band F,Single
1200000259,Gordon,Pritchard,Technology,Service Desk,1200000151,1200000133,1200000121,1200000009,Service Desk Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,31700,0,10/11/2023,,,,1,Male,26,White British,Vocational/Apprenticeship,4,2.9,81,2,10,29,No,Band D,Single
1200000260,Julian,Hussain,Technology,Service Desk,1200000151,1200000133,1200000121,1200000009,Service Desk Analyst,Individual Contributor,Fixed-Term,Full Time,Head Office London,London,London,34400,2.1,15/04/2024,,,,1,Male,23,White British,Master's,3,4.3,67,4,2,32,No,Band C,Single
1200000263,Damien,Andrews,Technology,QA,1200000154,1200000136,1200000121,1200000009,QA Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,30200,0,19/03/2023,,,,1,Male,27,Mixed,Bachelor's,8,4.1,79,3,2,23,No,Band D,Married
1200000265,Ashleigh,Adams,Technology,QA,1200000154,1200000136,1200000121,1200000009,QA Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,27100,1.8,26/03/2024,,,,1,Female,31,White British,Master's,12,3.3,53,10,9,19,No,Band E,Single
1200000266,Norman,Nash,Technology,QA,1200000154,1200000136,1200000121,1200000009,QA Engineer,Individual Contributor,Contractor,Full Time,Head Office Manchester,Manchester,North West,27900,2.8,20/08/2024,,,,1,Male,19,Asian British,Master's,0,3.5,51,6,8,21,No,Band E,Single
1200000267,Sean,Lloyd,Technology,QA,1200000154,1200000136,1200000121,1200000009,QA Engineer,Individual Contributor,Permanent,Part Time,Head Office Manchester,Manchester,North West,32400,0.5,12/10/2023,,,,1,Male,29,Black British,PhD,10,3.4,60,5,11,11,No,Band C,Single
1200000270,Matthew,Jackson,Technology,QA,1200000154,1200000136,1200000121,1200000009,QA Engineer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,36200,1.5,04/10/2024,,,,1,Male,24,Black British,A-Level,3,3,81,3,8,14,No,Band B,Married
1200000273,Kayleigh,Long,Marketing,Digital Marketing,1200000005,1200000004,,,Marketing Director,Director,Permanent,Full Time,Head Office London,London,London,145000,31.7,30/05/2018,,,,1,Male,49,White British,Master's,29,2.6,47,1,0,2,No,Band A,Single
1200000274,Sally,George,Marketing,Digital Marketing,1200000273,1200000005,1200000004,,Digital Marketing Manager,Senior Manager,Permanent,Full Time,Head Office London,London,London,97600,17.3,18/04/2021,,,,1,Female,32,White British,Bachelor's,13,3,64,6,0,19,No,Band A,Married
1200000277,Eileen,Jones,Marketing,CRM,1200000273,1200000005,1200000004,,CRM Manager,Senior Manager,Fixed-Term,Full Time,Head Office Manchester,Manchester,North West,72000,19.7,20/08/2024,,,,1,Male,38,White British,Bachelor's,19,4.2,62,5,0,9,No,Band A,Divorced
1200000279,Jasmine,Fraser,Marketing,SEO,1200000273,1200000005,1200000004,,SEO Manager,Senior Manager,Permanent,Full Time,Head Office Manchester,Manchester,North West,85700,16.1,04/04/2024,,,,1,Male,31,White Other,Master's,12,2.9,97,5,0,36,No,Band A,Single
1200000282,Kathryn,Francis,Marketing,Social Media,1200000273,1200000005,1200000004,,Social Media Manager,Senior Manager,Permanent,Full Time,Head Office Manchester,Manchester,North West,84600,18.7,17/07/2018,,,,1,Female,45,White British,Vocational/Apprenticeship,23,2.8,73,6,0,0,Yes,Band A,Married
1200000285,Colin,Rees,Marketing,Content,1200000273,1200000005,1200000004,,Content Manager,Senior Manager,Permanent,Full Time,Head Office Manchester,Manchester,North West,86000,15.6,05/12/2024,,,,1,Female,37,White British,A-Level,15,3.6,66,5,0,21,No,Band A,Married
1200000286,Joshua,Davies,Marketing,Digital Marketing,1200000274,1200000273,1200000005,1200000004,Digital Marketing Executive,Individual Contributor,Permanent,Part Time,Head Office Manchester,Manchester,North West,30900,0,04/03/2025,,,,1,Female,26,White British,PhD,8,3.4,76,4,2,17,No,Band D,Married
1200000287,Terence,Ahmed,Marketing,Digital Marketing,1200000274,1200000273,1200000005,1200000004,Digital Marketing Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,30300,2.8,20/06/2025,21/12/2025,Voluntary,Relocation,0,Female,32,White British,Bachelor's,12,2.8,82,1,2,18,No,Band D,Married
1200000290,Glen,Smith,Marketing,Digital Marketing,1200000274,1200000273,1200000005,1200000004,Digital Marketing Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,24400,1.4,29/11/2023,,,,1,Male,21,White British,Bachelor's,3,3.1,83,5,0,10,No,Band F,Single
1200000293,Joel,Thomas,Marketing,Digital Marketing,1200000274,1200000273,1200000005,1200000004,Digital Marketing Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,24300,0,15/11/2025,,,,1,Female,19,White British,Master's,0,5,78,3,8,7,No,Band F,Single
1200000295,Hannah,Burton,Marketing,Digital Marketing,1200000274,1200000273,1200000005,1200000004,Digital Marketing Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,26300,0.9,29/11/2025,,,,1,Female,25,Asian British,A-Level,7,3.1,73,3,0,24,No,Band F,Divorced
1200000296,Iain,Armstrong,Marketing,Digital Marketing,1200000274,1200000273,1200000005,1200000004,Digital Marketing Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,28900,0,17/01/2025,,,,1,Female,26,White British,Master's,5,2.6,73,7,3,10,No,Band E,Married
1200000298,Sally,Hudson,Marketing,CRM,1200000277,1200000273,1200000005,1200000004,CRM Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,31800,0,04/02/2025,,,,1,Male,24,White British,A-Level,2,4.1,79,5,6,31,Yes,Band D,Single
1200000301,Clare,Davies,Marketing,CRM,1200000277,1200000273,1200000005,1200000004,CRM Executive,Individual Contributor,Permanent,Full Time,Head Office London,London,London,31200,0,07/10/2023,,,,1,Female,25,White British,Bachelor's,5,2.8,73,7,0,12,No,Band D,Single
1200000304,Charles,Smith,Marketing,CRM,1200000277,1200000273,1200000005,1200000004,CRM Executive,Individual Contributor,Fixed-Term,Full Time,Head Office Manchester,Manchester,North West,33600,1.7,26/10/2024,,,,1,Female,18,White British,A-Level,0,3.1,74,8,2,27,No,Band C,Single
1200000305,Andrea,Clarke,Marketing,CRM,1200000277,1200000273,1200000005,1200000004,CRM Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35400,0.6,13/01/2025,11/11/2025,Voluntary,Better opportunity,0,Female,32,Black British,Master's,13,3.6,67,5,11,16,No,Band B,Single
1200000307,Brandon,Hodgson,Marketing,CRM,1200000277,1200000273,1200000005,1200000004,CRM Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35800,2.5,17/04/2026,,,,1,Female,26,Black British,Bachelor's,8,2.9,64,3,1,8,No,Band B,Single
1200000310,Charles,Murray,Marketing,CRM,1200000277,1200000273,1200000005,1200000004,CRM Executive,Individual Contributor,Permanent,Part Time,Head Office Manchester,Manchester,North West,26500,0,21/08/2022,,,,1,Female,31,White British,Master's,11,4.1,65,5,1,20,No,Band F,Single
1200000313,Alan,Bailey,Marketing,SEO,1200000279,1200000273,1200000005,1200000004,SEO Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,32600,0,15/01/2024,,,,1,Female,24,Asian British,Vocational/Apprenticeship,6,4,53,4,10,4,No,Band C,Married
1200000314,Graeme,Turner,Marketing,SEO,1200000279,1200000273,1200000005,1200000004,SEO Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,25000,2,30/04/2024,,,,1,Male,29,White British,Master's,9,3.7,81,3,4,29,No,Band F,Married
1200000317,Adam,Ford,Marketing,SEO,1200000279,1200000273,1200000005,1200000004,SEO Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35400,2.4,01/04/2024,19/11/2024,Voluntary,Personal reasons,0,Male,22,Black British,Bachelor's,0,3.4,77,5,9,12,Yes,Band B,Single
1200000319,Bethany,Lowe,Marketing,SEO,1200000279,1200000273,1200000005,1200000004,SEO Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,31500,3,27/06/2023,,,,1,Female,22,White British,Master's,1,3,73,1,0,15,No,Band D,Single
1200000321,Gary,McDonald,Marketing,SEO,1200000279,1200000273,1200000005,1200000004,SEO Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35500,0,02/04/2026,,,,1,Male,23,White British,Bachelor's,5,3.8,84,3,8,11,No,Band B,Single
1200000322,Janet,Shaw,Marketing,SEO,1200000279,1200000273,1200000005,1200000004,SEO Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,28400,0,01/02/2024,,,,1,Male,33,White British,Vocational/Apprenticeship,12,3.1,72,3,5,24,No,Band E,Married
1200000324,Sheila,Kirby,Marketing,Social Media,1200000282,1200000273,1200000005,1200000004,Social Media Executive,Individual Contributor,Permanent,Full Time,Head Office London,London,London,40000,1,11/06/2025,,,,1,Male,24,White Other,Bachelor's,3,4.4,67,7,0,18,No,Band B,Single
1200000326,Gerald,Lee,Marketing,Social Media,1200000282,1200000273,1200000005,1200000004,Social Media Executive,Individual Contributor,Contractor,Full Time,Head Office Manchester,Manchester,North West,34100,1.2,22/08/2025,,,,1,Male,19,White Other,Bachelor's,0,3.9,63,3,5,13,No,Band C,Single
1200000328,Lindsey,Stokes,Marketing,Social Media,1200000282,1200000273,1200000005,1200000004,Social Media Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,25400,0.9,24/03/2025,,,,1,Female,31,White British,Bachelor's,10,2.3,50,2,8,28,No,Band F,Single
1200000330,Jill,Hill,Marketing,Social Media,1200000282,1200000273,1200000005,1200000004,Social Media Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,31300,0,03/05/2023,,,,1,Male,20,White British,Bachelor's,0,3.6,61,3,2,17,No,Band D,Single
1200000331,Brett,Warren,Marketing,Social Media,1200000282,1200000273,1200000005,1200000004,Social Media Executive,Individual Contributor,Permanent,Part Time,Head Office London,London,London,33400,0,29/09/2022,,,,1,Male,24,White British,A-Level,2,2.6,83,6,2,13,No,Band C,Married
1200000332,Leanne,Begum,Marketing,Social Media,1200000282,1200000273,1200000005,1200000004,Social Media Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,28900,0,17/07/2024,,,,1,Female,21,White British,Bachelor's,1,3.1,68,3,0,16,No,Band E,Single
1200000334,Lee,Singh,Marketing,Content,1200000285,1200000273,1200000005,1200000004,Content Executive,Individual Contributor,Contractor,Full Time,Head Office London,London,London,34500,1,17/11/2024,,,,1,Male,25,White British,A-Level,3,3.4,56,1,12,25,No,Band C,Single
1200000337,Mary,Pritchard,Marketing,Content,1200000285,1200000273,1200000005,1200000004,Content Executive,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,29200,0,16/08/2024,,,,1,Male,23,White British,Master's,2,3.9,55,0,4,1,No,Band E,Married
1200000340,Alexander,Cox,Marketing,Content,1200000285,1200000273,1200000005,1200000004,Content Executive,Individual Contributor,Permanent,Full Time,Head Office London,London,London,27900,1.4,08/12/2024,,,,1,Male,26,White British,Bachelor's,4,3.6,44,7,8,15,No,Band E,Married
1200000341,Ann,Sharpe,Marketing,Content,1200000285,1200000273,1200000005,1200000004,Content Executive,Individual Contributor,Permanent,Part Time,Head Office London,London,London,40700,1.1,30/04/2023,,,,1,Female,24,White British,Master's,5,3.7,46,6,0,6,No,Band B,Married
1200000343,Sylvia,Kelly,Marketing,Content,1200000285,1200000273,1200000005,1200000004,Content Executive,Individual Contributor,Permanent,Full Time,Head Office London,London,London,39300,0.3,17/12/2023,,,,1,Female,34,White British,Master's,12,3.2,90,2,12,29,No,Band B,Married
1200000345,Kerry,Martin,Marketing,Content,1200000285,1200000273,1200000005,1200000004,Content Executive,Individual Contributor,Permanent,Full Time,Head Office London,London,London,29200,0,04/02/2025,,,,1,Female,23,White British,Master's,5,3.1,98,2,1,23,No,Band E,Single
1200000348,Ellie,Davis,Customer Service,Contact Centre,1200000005,1200000004,,,Customer Service Director,Director,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,121600,26,23/06/2020,,,,1,Female,38,White British,Vocational/Apprenticeship,20,3.3,68,4,0,33,Yes,Band A,Married
1200000350,Howard,Jones,Customer Service,Contact Centre,1200000348,1200000005,1200000004,,Contact Centre Operations Manager,Manager,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,63600,10.5,08/03/2024,,,,1,Female,36,White Other,Master's,16,2.6,51,3,0,33,Yes,Band A,Single
1200000353,Margaret,Green,Customer Service,Complaints,1200000348,1200000005,1200000004,,Complaints Manager,Manager,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,53700,12.8,06/04/2020,,,,1,Female,41,White British,Bachelor's,19,3.2,54,4,0,9,No,Band A,Married
1200000356,Kirsty,Norton,Customer Service,Returns,1200000348,1200000005,1200000004,,Returns Manager,Manager,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,62100,11.9,22/06/2019,,,,1,Female,36,White British,Bachelor's,14,4.2,99,3,0,44,No,Band A,Single
1200000359,Daniel,Harper,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,36400,5.4,19/01/2026,28/06/2026,Voluntary,Personal reasons,0,Female,30,White British,A-Level,8,4.6,76,5,0,14,No,Band B,Married
1200000362,Emily,Todd,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33900,4.2,28/09/2023,,,,1,Male,26,White British,Vocational/Apprenticeship,8,2.4,89,3,0,0,No,Band C,Single
1200000364,Holly,Wade,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,32700,5,29/01/2022,,,,1,Female,36,White British,A-Level,14,3.3,79,3,0,18,No,Band C,Married
1200000365,Melissa,Fisher,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,36700,5.7,20/06/2023,,,,1,Female,35,White British,Vocational/Apprenticeship,14,3.3,85,2,0,29,No,Band B,Single
1200000367,Allan,Moore,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,39300,6,22/07/2025,,,,1,Male,26,White Other,A-Level,5,4.1,79,1,0,25,Yes,Band B,Single
1200000368,Victoria,Tucker,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Contractor,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,37000,3.4,30/12/2023,,,,1,Female,33,Asian British,Vocational/Apprenticeship,14,3.1,88,4,0,25,No,Band B,Married
1200000369,Beth,Cooke,Customer Service,Contact Centre,1200000350,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,39600,5.8,06/04/2025,,,,1,Female,23,Asian British,Vocational/Apprenticeship,4,3.6,70,4,0,18,No,Band B,Single
1200000372,Teresa,Fowler,Customer Service,Complaints,1200000353,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,39400,4.1,14/03/2025,,,,1,Female,28,Asian British,Bachelor's,8,3.5,49,5,0,10,No,Band B,Divorced
1200000374,Sheila,Jackson,Customer Service,Complaints,1200000353,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,32400,5.8,20/01/2022,,,,1,Female,27,Asian British,Vocational/Apprenticeship,8,3.5,75,4,0,39,No,Band C,Single
1200000377,Anne,Sykes,Customer Service,Returns,1200000356,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,38400,6,16/11/2025,,,,1,Female,32,White British,Vocational/Apprenticeship,11,3.2,83,5,0,23,No,Band B,Married
1200000379,Nicola,Brookes,Customer Service,Returns,1200000356,1200000348,1200000005,1200000004,Team Leader,Team Leader,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,38800,4.6,12/03/2026,,,,1,Female,33,Mixed,Vocational/Apprenticeship,15,3.1,72,2,0,26,No,Band B,Married
1200000382,Nicola,Sutton,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Fixed-Term,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,24300,0,21/05/2025,,,,1,Female,18,Asian British,Bachelor's,0,3,65,6,33,17,Yes,Band F,Married
1200000384,Stuart,Richardson,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30100,1.9,22/09/2023,,,,1,Male,25,White British,Master's,7,4.1,79,6,7,24,No,Band E,Single
1200000386,Brett,Webb,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,35100,0,24/08/2023,,,,1,Male,28,White British,Bachelor's,6,3.4,51,3,0,13,No,Band B,Married
1200000387,Leonard,Young,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30300,2.3,15/09/2022,,,,1,Male,26,White British,PhD,7,3.8,86,4,18,30,Yes,Band D,Single
1200000388,Dennis,Simpson,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,35200,0.7,03/07/2022,,,,1,Female,25,Asian British,Bachelor's,3,4.5,74,2,17,18,Yes,Band B,Married
1200000389,Ann,Bennett,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33800,1.8,06/07/2024,,,,1,Male,20,White Other,Master's,0,2.8,68,4,5,23,No,Band C,Divorced
1200000390,Terence,Taylor,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Contractor,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30300,0,23/06/2023,,,,1,Female,32,White British,Master's,11,4.2,73,2,43,24,No,Band D,Single
1200000393,Louise,Wallace,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25200,0,03/09/2024,20/01/2026,Voluntary,Career progression,0,Female,26,White British,Bachelor's,5,3.1,54,0,0,27,Yes,Band F,Single
